port_name,country,latitude,longitude
VORDINGBORG,DK,55,11.9
DOHA HARBOR,KW,29.383333,47.8
AL KUWAYT,KW,29.35,47.933333
DJIBOUTI,DJ,11.6,43.133333
DORALEH,DJ,11.6,43.083333
PIPAVAV BANDAR,IN,20.916667,71.516667
OKHA,IN,22.466667,69.083333
KOCHI (COCHIN),IN,9.966667,76.233333
RATNAGIRI,IN,16.983333,73.283333
PANAJI,IN,15.5,73.816667
PORT HAWKESBURY,CA,45.616667,-61.366667
PORT HASTINGS,CA,45.65,-61.4
CHETICAMP,CA,46.633333,-61
WHYCOCOMAGH,CA,45.966667,-61.133333
GRAND NARROWS,CA,45.95,-60.783333
LITTLE BRAS D OR,CA,46.25,-60.3
NORTH SYDNEY,CA,46.216667,-60.25
ARICHAT,CA,45.516667,-61.016667
SYDNEY,CA,46.15,-60.2
LOUISBURG,CA,45.916667,-59.966667
SHARMAH,SA,27.933333,35.25
ENGLISH HARBOR,KI,3.85,-159.366667
LA UNION,SV,13.333333,-87.833333
RONEHAMN,SE,57.116667,18.5
FAROSUND,SE,57.916667,19.05
DILI,TL,-8.533333,125.583333
TANJUNG SEKONG,ID,-5.916667,106
PANARUKAN,ID,-7.7,113.933333
CILACAP,ID,-7.733333,109
CELUKAN BAWANG,ID,-8.183333,114.833333
MERAK MAS TERMINAL,ID,-5.916667,105.983333
VESTMANNAEYJAR,IS,63.433333,-20.283333
KINGSTON,JM,17.966667,-76.783333
HONG KONG,HK,22.266667,114.2
LAAYOUNE,EH,27.083333,-13.433333
TALARA,PE,-4.583333,-81.283333
PUERTO DE CHIMBOTE,PE,-9.083333,-78.616667
PREVEZA,GR,38.95,20.75
ARGOSTOLION,GR,38.183333,20.516667
PILOS,GR,36.9,21.666667
LELE HARBOR,FM,5.333333,163.033333
COLONIA,FM,9.516667,138.133333
POHNPEI HARBOR,FM,6.983333,158.2
BROCKVILLE,CA,44.583333,-75.666667
KINGSTON,CA,44.233333,-76.5
PADLOPING ISLAND,CA,67.033333,-62.733333
PANGNIRTUNG,CA,66.133333,-65.75
NOUADHIBOU,MR,20.916667,-17.05
MALINDI,KE,-3.216667,40.133333
LAMU,KE,-2.266667,40.9
TERN ISLAND,US,23.866667,-166.283333
KAUHAKO BAY,US,19.383333,-155.9
NAPOOPOO,US,19.483333,-155.933333
KAILUA,US,19.633333,-156
KIHOLO,US,19.866667,-155.95
MAHUKONA,US,20.183333,-155.9
HANA,US,20.75,-155.983333
KAMALO,US,21.05,-156.883333
PORT AUX BASQUES,CA,47.566667,-59.133333
BURGEO,CA,47.6,-57.616667
LOVIISA,FI,60.45,26.233333
HAMINA,FI,60.566667,27.2
EKENAS,FI,59.983333,23.433333
JUSSARO,FI,59.833333,23.566667
PORKKALA,FI,60.083333,24.383333
KEMI,FI,65.733333,24.566667
HIMANKA,FI,64,23.65
KOKKOLA,FI,63.85,23.016667
JAKOBSTAD,FI,63.683333,22.666667
VAASA,FI,63.1,21.583333
KASKINEN,FI,62.383333,21.233333
KRISTINESTAD,FI,62.283333,21.4
NAANTALI,FI,60.466667,22.016667
SIGNILSKAR,FI,60.2,19.333333
MARIEHAMN,FI,60.1,19.916667
VEITSILUOTO,FI,65.7,24.616667
PORI,FI,61.483333,21.8
PARGAS,FI,60.283333,22.066667
BAHIA SAN VICENTE,CL,-36.733333,-73.166667
TALCAHUANO,CL,-36.7,-73.1
LIRQUEN,CL,-36.716667,-72.983333
PENCO,CL,-36.716667,-73
COQUIMBO,CL,-29.95,-71.333333
PUERTO CALDERA,CL,-27.05,-70.833333
PUERTO CALDERILLA,CL,-27.083333,-70.866667
PUERTO CHANARAL,CL,-26.35,-70.65
TALTAL,CL,-25.4,-70.483333
MEJILLONES,CL,-23.1,-70.466667
CORONEL,CL,-37.033333,-73.166667
PUERTO SARA,CL,-52.633333,-70.2
CALETA CLARENCIA,CL,-52.9,-70.1
PORT SAN JUAN DE LA JUAN,CL,-53.633333,-70.916667
BAHIA HARRIS,CL,-53.85,-70.45
CALETA MINA ELENA,CL,-52.683333,-71.9
PUERTO CASTRO,CL,-42.483333,-73.766667
PUERTO QUEMCHI,CL,-42.15,-73.483333
PUERTO MONTT,CL,-41.483333,-72.966667
PUERTO DE CORRAL,CL,-39.866667,-73.433333
LOTA,CL,-37.1,-73.15
CALETA PATILLOS,CL,-20.733333,-70.2
BAHIA AGUA FRESCA,CL,-53.383333,-70.966667
PUERTO YARTOU,CL,-53.883333,-70.15
BUENAVENTURA,CO,3.883333,-77.066667
MAHAJANGA,MG,-15.716667,46.3
IHARANA,MG,-13.35,50
ANTSOHIM BONDRONA,MG,-13.083333,48.833333
TELUK BEO,ID,4.233333,126.783333
ROSEAU,DM,15.3,-61.4
PORTSMOUTH,DM,15.566667,-61.466667
SOUTH RIDING POINT,BS,26.616667,-78.216667
NASSAU,BS,25.083333,-77.35
BAHIA BLANCA,AR,-38.783333,-62.266667
PUERTO INGENIERO WHITE,AR,-38.8,-62.266667
PUERTO NACIONAL,AR,-38.8,-62.283333
PUERTO GALVAN,AR,-38.783333,-62.3
SAN BLAS,AR,-40.566667,-62.233333
PUERTO MADRYN,AR,-42.766667,-65.033333
PUERTO SAN JULIAN,AR,-49.316667,-67.7
USHUAIA,AR,-54.816667,-68.3
SAN SEBASTIAN BAY,AR,-53.166667,-68.5
SCALLOWAY,GB,60.133333,-1.283333
LERWICK,GB,60.15,-1.15
SULLOM VOE,GB,60.466667,-1.3
GELENDZHIK,RU,44.55,38.066667
ASSAB,ER,13,42.75
NAMLEA,ID,-3.283333,127.083333
YANTIAN,CN,22.583333,114.266667
CHAOZHOU,CN,23.616667,117.083333
HUIZHOU,CN,22.716667,114.516667
DONGSHAN,CN,23.75,117.516667
QUANZHOU,CN,24.883333,118.6
ZHANGZHOU,CN,24.683333,118.15
DELFZIJL,NL,53.333333,6.933333
HARLINGEN,NL,53.183333,5.416667
IJMUIDEN,NL,52.466667,4.583333
HANSWEERT,NL,51.45,4
SILLOTH,GB,54.866667,-3.4
BARROW IN FURNESS,GB,54.116667,-3.233333
VIANA DO CASTELO,PT,41.7,-8.833333
SIMRISHAMN,SE,55.55,14.366667
SEAHAM,GB,54.833333,-1.316667
HARTLEPOOL,GB,54.7,-1.183333
LA PALLICE,FR,46.166667,-1.216667
LA ROCHELLE,FR,46.15,-1.15
BURNTISLAND,GB,56.05,-3.233333
METHIL,GB,56.183333,-3
RADE DE CHERBOURG,FR,49.65,-1.633333
DUNKERQUE PORT OUEST,FR,51.066667,2.35
CHARLESTOWN,GB,50.333333,-4.75
PENZANCE,GB,50.116667,-5.533333
YARMOUTH HARBOUR,GB,50.7,-1.5
PORTSMOUTH HARBOUR,GB,50.8,-1.1
BARRY,GB,51.4,-3.266667
CARDIFF,GB,51.45,-3.166667
MAZARA DEL VALLO,IT,37.65,12.583333
SAN REMO,IT,43.816667,7.783333
SAKATA KO,JP,38.933333,139.816667
AMAGASAKI,JP,34.7,135.383333
GLUCKSTADT,DE,53.783333,9.416667
WILHELMSHAVEN,DE,53.533333,8.166667
PORT MANATEE,US,27.633333,-82.566667
CHICAGO,US,41.883333,-87.6
GRANVILLE,FR,48.833333,-1.6
SAINT-MALO,FR,48.65,-2.016667
MUMBAI (BOMBAY),IN,18.966667,72.866667
MOMBASA,KE,-4.066667,39.666667
WELLAND,CA,43,-79.25
THOROLD,CA,43.083333,-79.716667
ST CATHERINE,CA,43.183333,-79.283333
ZAANDAM,NL,52.433333,4.833333
AMSTERDAM,NL,52.366667,4.9
EUROPOORT,NL,51.95,4.116667
MAASSLUIS,NL,51.916667,4.25
GHENT,BE,51.066667,3.733333
BRUGES,BE,51.233333,3.216667
NIEUWPOORT,BE,51.133333,2.75
MAPUTO,MZ,-25.966667,32.583333
BALBOA,PA,8.95,-79.566667
DANUBE-BLACK SEA CANAL,RO,44.266667,28.183333
MEDGIDIA,RO,44.25,28.266667
CRINAN (CANAL),GB,56.083333,-5.566667
GDANSK,PL,54.35,18.666667
NOWY PORT,PL,54.416667,18.666667
TUNIS,TN,36.8,10.25
MENZEL BOURGUIBA,TN,37.15,9.8
FIUMICINO,IT,41.766667,12.233333
PORT-LA-NOUVELLE,FR,43.016667,3.066667
PORT SAINT LOUIS DU RHONE,FR,43.383333,4.816667
SEVILLA,ES,37.366667,-6
ECEABAT,TR,40.183333,26.366667
GELIBOLU,TR,40.4,26.666667
TEKIRDAG,TR,40.983333,27.516667
ISTANBUL,TR,41.016667,28.966667
BUR SAID (PORT SAID),EG,31.266667,32.3
CANAKKALE,TR,40.15,26.4
EL ISMAILIYA,EG,30.583333,32.283333
TAI-CHUNG KANG,TW,24.3,120.5
GAVAN VYSOTSK,RU,60.616667,28.566667
WISBECH,GB,52.666667,0.15
HOUGHTON,US,47.116667,-88.566667
ODENSE,DK,55.416667,10.383333
HIDDEN INLET,US,54.95,-130.333333
FECAMP,FR,49.766667,0.366667
DIEPPE,FR,49.933333,1.083333
DEAUVILLE,FR,49.366667,0.083333
PORT DE CAEN,FR,49.183333,-0.35
OUISTREHAM,FR,49.283333,-0.25
ABIDJAN,CI,5.25,-4.016667
TONSBERG,NO,59.283333,10.416667
SODERTALJE,SE,59.183333,17.65
VASTERAS,SE,59.616667,16.55
SHOREHAM HARBOUR,GB,50.816667,-0.25
AVILES,ES,43.6,-5.933333
LUBECK,DE,53.883333,10.7
GIOIA TAURO,IT,38.416667,15.9
PORT COLBORNE,CA,42.883333,-79.25
PUERTO MIRANDA,VE,10.766667,-71.566667
LA SALINA,VE,10.366667,-71.466667
SAN LORENZO,VE,9.783333,-71.066667
PUNTA DE PALMAS,VE,10.783333,-71.583333
BAJO GRANDE,VE,10.516667,-71.633333
BRUNSBUTTEL CANAL TERMINALS,DE,53.9,9.15
RENDSBURG,DE,54.3,9.683333
HAMBURG,DE,53.55,9.933333
PAPENBURG,DE,53.1,7.383333
PORTO DI CORSINI,IT,44.5,12.283333
PORTO DI MALAMOCCO,IT,45.333333,12.316667
BROWNSVILLE,US,25.95,-97.4
SLIDELL,US,30.266667,-89.783333
PORT ARTHUR,US,29.833333,-93.966667
MACKINAW CITY,US,45.783333,-84.716667
SHARPNESS,GB,51.716667,-2.483333
STURGEON BAY,US,44.833333,-87.383333
CHARLEVOIX,US,45.316667,-85.266667
BEAUHARNOIS,CA,45.316667,-73.883333
COTEAU LANDING,CA,45.25,-74.2
ST ZOTIQUE,CA,45.25,-74.25
CORNWALL,CA,45.016667,-74.733333
CARDINAL,CA,44.783333,-75.383333
RAS ISA MARINE TERMINAL,YE,15.133333,42.6
LAGOS,PT,37.1,-8.616667
PORT BERINGOVSKY,RU,63.066667,179.366667
YURA,JP,33.95,135.1
NEUM,BA,42.916667,17.6
ISLAS HORMIGAS,ES,37.65,-0.65
LAS HORMIGAS,ES,41.866667,3.183333
KPEME,TG,6.2,1.516667
RAHA ROADSTEAD,ID,-4.85,122.733333
DONGGALA,ID,-0.65,119.733333
MANGKASA OIL TERMINAL,ID,-2.733333,121.066667
GORONTALO,ID,0.5,123.05
POSO,ID,-1.366667,120.75
PAREPARE,ID,-4,119.616667
LUWUK,ID,-0.95,122.8
CLARKSON,CA,43.5,-79.6
KUNDA,EE,59.533333,26.533333
ASHQELON,IL,31.666667,34.5
HADERA,IL,32.466667,34.9
KIN WAN,JP,26.416667,127.9
ISHIGAKI,JP,24.333333,124.166667
NAKAGUSUKU,JP,26.266667,127.916667
CARACASBAAI,CW,12.066667,-68.866667
BULLEN BAAI,CW,12.183333,-69.033333
SINT MICHELSBAAI,CW,12.133333,-69.016667
CAPE YOUNG,CA,68.933333,-116.933333
BLUEFIELDS,NI,12.016667,-83.75
PUERTO CABEZAS,NI,14.016667,-83.383333
PORTO BELO,MZ,-17.7,37.183333
FORT DE FRANCE,MQ,14.6,-61.066667
MARKA,SO,1.716667,44.783333
BARAAWE,SO,1.1,44.05
PUERTO ARMUELLES,PA,8.266667,-82.85
CHARCO AZUL,PA,8.216667,-82.866667
VACAMONTE,PA,8.866667,-79.666667
LIVERPOOL BAY TERMINAL,GB,53.533333,-3.55
MIDIA,RO,44.35,28.666667
TERNATE,ID,0.783333,127.383333
MAJURO ATOLL,MH,7.083333,171.383333
ENITWETAK ISLAND,MH,11.333333,162.333333
KWAJALEIN,MH,8.716667,167.733333
PORT ELLEN,GB,55.633333,-6.2
LAMLASH HARBOR,GB,55.533333,-5.116667
HUNTERSTON,GB,55.75,-4.883333
ULLAPOOL,GB,57.9,-5.15
AULTBEA,GB,57.833333,-5.583333
KYLE OF LOCHALSH,GB,57.283333,-5.716667
KIMCH'AEK,KP,40.666667,129.2
BELANAK FIELD TERMINAL,ID,4.15,106.25
BELIDA MARINE TERMINAL,ID,4.133333,105.133333
UDANG OILFIELD,ID,4.033333,106.483333
MEGARA OIL TERMINAL,GR,37.966667,23.4
ELEVSIS,GR,38.033333,23.55
PAKHI OIL TERMINAL,GR,37.966667,23.383333
PERAMA,GR,37.966667,23.566667
ASPROPIRGOS,GR,38.033333,23.6
SPETSES,GR,37.266667,23.166667
BANDAR KHOMEYNI,IR,30.433333,49.083333
KHARG ISLAND OIL TERMINAL,IR,29.233333,50.333333
SIRUS OIL TERMINAL,IR,29.016667,49.483333
JAZIREH-YE LAVAN OIL TERMINAL,IR,26.783333,53.333333
JAZIREH-YE HORMOZ,IR,27.1,56.45
JAZIREH-YE SIRRI,IR,25.9,54.55
BANDAR-E PARS TERMINAL,IR,27.533333,52.533333
BARKAN OIL-LOADING TERMINAL,IR,29.733333,50.166667
GUAMARE OIL TERMINAL,BR,-4.866667,-36.283333
PORTO DE MUCURIPE,BR,-3.716667,-38.483333
COCKBURN HARBOR,TC,21.5,-71.533333
GRAND TURK,TC,21.433333,-71.15
NIAQORNAT,GL,70.8,-53.666667
JOSE IGNACIO,UY,-34.95,-54.7
PUERTO SAUCE,UY,-34.433333,-57.45
COLONIA,UY,-34.466667,-57.85
SAO TOME,ST,0.35,6.733333
BESHAYER OIL TERMINAL,SD,19.4,37.316667
ANTAN OIL TERMINAL,NG,4.216667,8.333333
ESCRAVOS OIL TERMINAL,NG,5.5,5
BRASS OIL TERMINAL,NG,4.066667,6.283333
YOHO TERMINAL,NG,4.016667,7.466667
SEA EAGLE TERMINAL,NG,4.8,5.316667
QUA IBOE OIL TERMINAL,NG,4.233333,8.033333
PENNINGTON OIL TERMINAL,NG,4.25,5.616667
BONNY OFFSHORE TERMINAL,NG,4.183333,7.233333
FORCADOS OIL TERMINAL,NG,5.166667,5.183333
UKPOKITI MARINE TERMINAL,NG,5.716667,4.833333
ODUDU TERMINAL,NG,4,7.766667
OKONO TERMINAL,NG,3.983333,7.3
OKWORI TERMINAL,NG,3.85,6.983333
LABUHA,ID,-0.633333,127.466667
CHARLOTTE AMALIE,VI,18.35,-64.933333
PORT BONYTHON,AU,-33.016667,137.766667
POINT MURAT,AU,-21.816667,114.183333
ONSLOW,AU,-21.65,115.1
PORT WALCOTT,AU,-20.65,117.183333
MILNER BAY,AU,-13.866667,136.416667
GOVE,AU,-12.2,136.7
ARDROSSAN,AU,-34.433333,137.916667
PORT GILES,AU,-35.033333,137.766667
WALLAROO,AU,-33.933333,137.616667
LUCINDA,AU,-18.516667,146.333333
HAY POINT,AU,-21.283333,149.3
CAPE CUVIER,AU,-24.216667,113.383333
KLEIN POINT,AU,-34.966667,137.766667
USELESS LOOP,AU,-26.083333,113.4
CAPE FLATTERY HARBOR,AU,-14.95,145.35
CARDENAS,CU,23.05,-81.2
ISABELA DE SAGUA,CU,22.95,-80
BAHIA DE SAGUA DE TANAMO,CU,20.683333,-75.333333
TAZERKA OIL TERMINAL,TN,36.6,11.683333
HOUMT SOUK,TN,33.883333,10.85
SKHIRA,TN,34.283333,10.1
ASHTART OIL TERMINAL,TN,34.283333,11.383333
DIDON TERMINAL,TN,33.783333,11.9
LINGKAS,ID,3.283333,117.6
SENIPAH OIL TERMINAL,ID,-0.95,117.166667
LAWI LAWI OIL TERMINAL,ID,-1.45,116.766667
NORTH PULAU LAUT COAL TERMINAL,ID,-3.2,116.283333
TANJUNG SANGATA,ID,0.366667,117.566667
BAGNOLI,IT,40.816667,14.166667
LABUHANHAJI,ID,-8.7,116.566667
MAUMERE,ID,-8.616667,122.216667
LARANTUKA,ID,-8.35,122.983333
AMPENAN,ID,-8.566667,116.066667
WAINGAPU,ID,-9.633333,120.216667
STENUNGSUND,SE,58.066667,11.833333
BERGKVARA,SE,56.383333,16.1
STORA JATTERSON,SE,57.1,16.566667
SAINT-PIERRE,RE,-21.35,55.466667
SAINT-DENIS,RE,-20.866667,55.45
KIRTEH OIL TERMINAL,MY,4.566667,103.466667
TAPIS MARINE TERMINAL A,MY,5.516667,105.016667
PORT LANGKAWI,MY,6.433333,99.766667
JACMEL,HT,18.233333,-72.533333
MIRAGOANE,HT,18.45,-73.083333
PETIT GOAVE,HT,18.433333,-72.866667
PORT AU PRINCE,HT,18.55,-72.35
CAP HAITIEN,HT,19.766667,-72.2
KANKESANTURAI,LK,9.816667,80.05
KEFLAVIK,IS,64,-22.55
PORT ALUCROIX,VI,17.7,-64.766667
FREDERIKSTED,VI,17.716667,-64.883333
LIMETREE BAY,VI,17.7,-64.75
GEMLIK,TR,40.416667,29.116667
SIDI KERIR (KURAYR),EG,31.1,29.616667
EL HAMRA OIL TERMINAL,EG,30.983333,28.866667
RUDUM TERMINAL,YE,13.983333,47.916667
BALHAF,YE,13.966667,48.183333
ENSTED,DK,55.016667,9.433333
GEORGETOWN,SH,-7.933333,-14.416667
NORTH POINT,SH,-7.883333,-14.366667
JAMESTOWN,SH,-15.916667,-5.716667
MEDIA LUNA,CU,20.15,-77.433333
CEIBA HUECA,CU,20.216667,-77.316667
MANZANILLO,CU,20.35,-77.116667
JUCARO,CU,21.616667,-78.85
TUNAS DE ZAZA,CU,21.633333,-79.55
GUAYABAL,CU,20.7,-77.616667
NUEVA GERONA,CU,21.916667,-82.8
PULAU BUKOM,SG,1.233333,103.766667
PULAU SEBAROK,SG,1.2,103.8
AGUADILLA,PR,18.433333,-67.15
SAN JUAN,PR,18.466667,-66.116667
PLAYA DE HUMACAO,PR,18.166667,-65.75
PUERTO YABUCOA,PR,18.05,-65.833333
ARROYO,PR,17.966667,-66.066667
LAS MAREAS,PR,17.95,-66.166667
PLAYA DE GUANICA,PR,17.966667,-66.916667
MAYAGUEZ,PR,18.2,-67.15
BOTAS,TR,36.883333,35.933333
ALANYA,TR,36.533333,32
ORDU,TR,41,37.883333
SINOP,TR,42.05,35.166667
MUDANYA,TR,40.383333,28.883333
ANTALYA OFFSHORE TERMINAL,TR,36.816667,30.6
BOTAS NATURAL GAS TERMINAL,TR,41,27.983333
BOTAS DORTYOL OIL TERMINAL,TR,36.866667,36.133333
TOROS GUBRE,TR,36.916667,35.966667
DELTA TERMINAL,TR,36.85,36.166667
DIKILI,TR,39.016667,26.816667
GEBZE,TR,40.766667,29.55
YARIMCA,TR,40.8,29.7
FORARI BAY,VU,-17.683333,168.55
LIBREVILLE,GA,0.383333,9.45
PORT OWENDO,GA,0.283333,9.5
CAP LOPEZ,GA,-0.633333,8.716667
OGUENDJO TERMINAL,GA,-1.466667,8.916667
GAMBA OIL TERMINAL,GA,-2.833333,10
M'BYA OIL TERMINAL,GA,-3.883333,10.933333
MALAKAL HARBOR,PW,7.333333,134.45
AIN SUKHNA TERMINAL,EG,29.583333,32.366667
AL QUSAYR,EG,26.1,34.283333
ZEIT BAY TERMINAL,EG,27.833333,33.6
RAS SHUKHIER,EG,28.133333,33.283333
RAS GHARIB,EG,28.35,33.1
WADI FEIRAN,EG,28.75,33.2
ZAFARANA TERMINAL,EG,29.166667,32.683333
ZEIT BAY LPG TERMINAL,EG,27.8,33.566667
EAST ZEIT TERMINAL,EG,27.85,33.6
SHARM EL SHEIKH,EG,27.85,34.283333
RAS BADRAN OIL TERMINAL,EG,28.95,33.166667
RAS SUDR,EG,29.583333,32.7
HAMRAWEIN,EG,26.25,34.2
GEORGETOWN,KY,19.3,-81.383333
CAYMAN BRAC,KY,19.75,-79.75
ULEELHEUE,ID,5.566667,95.283333
BLANGLANCANG,ID,5.25,97.116667
JABUNG BATANGHARI MARINE TERMINAL,ID,-0.916667,104.066667
KUALA KAPUS,ID,3,114.366667
KUALA TANJUNG,ID,3.366667,99.483333
POZOS COLORADOS,CO,11.15,-74.25
MAMONAL,CO,10.316667,-75.516667
TURBO,CO,8.083333,-76.733333
COVENAS,CO,9.416667,-75.683333
PUERTO PRODECO,CO,11.15,-74.216667
COVENAS OFFSHORE TERM.,CO,9.5,-75.733333
ISLA SAN MARCOS,MX,27.183333,-112.1
SAN JUAN DE LA COSTA,MX,24.4,-110.7
ROSARITO,MX,32.366667,-117.1
PUERTO MORRO REDONDO,MX,28.05,-115.183333
SI RACHA TERMINAL,TH,13.116667,100.883333
KO SI CHANG TERMINAL,TH,13.166667,100.816667
PETCHBURI TERMINAL,TH,13.166667,100.15
RAYONG TPI TERMINAL,TH,12.633333,101.3
SIAM SEAPORT,TH,13.133333,100.883333
BONGKOT TERMINAL,TH,8.05,102.333333
TANTAWAN MARINE TERMINAL,TH,10.083333,101.416667
ERAWAN TERMINAL,TH,9.1,101.35
BENCHAMAS TERMINAL,TH,10.516667,101.25
SI RACHA,TH,13.166667,100.916667
MATA-UTU,WF,-13.283333,-176.133333
PRIMORSK,RU,60.366667,28.633333
XEROS,CY,35.133333,32.833333
DHEKELIA,CY,34.966667,33.716667
BAIE DU MARIGOT,FR,18.066667,-63.083333
COLES BAY OIL TERMINAL,SX,18.016667,-63.083333
CHIRIQUI GRANDE,PA,8.95,-82.116667
BOCAS DEL TORO,PA,9.333333,-82.233333
LUCEA,JM,18.45,-78.166667
FALMOUTH,JM,18.483333,-77.65
RIO BUENO,JM,18.466667,-77.466667
LUTONG,MY,4.466667,114
CAPE PALMAS,LR,4.366667,-7.716667
PHUKET,TH,7.833333,98.4
MINA AL FAHL,OM,23.633333,58.516667
QALHAT LNG TERMINAL,OM,22.683333,59.4
NEW HOLLAND,GB,53.7,-0.366667
ALUSHTA,UA,44.683333,34.416667
KERCH,UA,45.35,36.483333
KYRYLIVKA,UA,46.35,35.366667
KHERSON,UA,46.616667,32.6
TANJUNGPINANG,ID,0.916667,104.45
DABO,ID,-0.5,104.566667
TOBOALI,ID,-3.016667,106.45
PANGKALPINANG,ID,-2.116667,106.133333
CINTA OIL TERMINAL,ID,-5.5,106.233333
TELUK BAYUR,ID,-1,100.366667
ARDJUNA OIL FIELD,ID,-5.883333,107.716667
LALANG MARINE TERMINAL,ID,1.183333,102.216667
TANJUNGPANDAN,ID,-2.75,107.633333
BENGKULU,ID,-3.783333,102.25
PULAU BAAI,ID,-3.916667,102.283333
RAMBA,ID,-2.616667,104.133333
SEKUPANG,ID,1.133333,103.916667
SURIGAO CITY,PH,9.783333,125.5
MATI,PH,6.95,126.216667
POLLOC (COTABATO),PH,7.35,124.216667
ZAMBOANGA,PH,6.9,122.066667
PORT OZAMIS,PH,8.133333,123.85
ILIGAN,PH,8.233333,124.233333
VILLANUEVA,PH,8.583333,124.766667
BASILIAN CITY (ISABELA),PH,6.716667,121.966667
JOLO,PH,6.05,121
ORMOC,PH,11,124.6
TAGBILARAN,PH,9.65,123.85
TUBIGAN,PH,9.95,123.966667
TOLEDO,PH,10.366667,123.633333
BAIS,PH,9.6,123.116667
DUMAGUETE,PH,9.316667,123.3
PULUPANDAN,PH,10.516667,122.8
JORDAN,PH,10.666667,122.583333
ILOILO,PH,10.7,122.583333
MAASIN,PH,10.133333,124.833333
BAYBAY,PH,10.683333,124.8
BATANGAS CITY,PH,13.75,121.05
SAN FERNANDO HARBOR,PH,16.616667,120.316667
CALAPAN,PH,13.416667,121.183333
PORT BORONGAN,PH,11.6,125.433333
CATBALOGAN,PH,11.766667,124.883333
APARRI,PH,18.366667,121.633333
HONDAGUA,PH,13.95,122.233333
JOSE PANGANIBAN,PH,14.283333,122.683333
TABACO,PH,13.366667,123.733333
LEGAZPI PORT,PH,13.15,123.75
ISABEL,PH,10.916667,124.433333
TANAUAN,PH,11.1,125.016667
BELIZE CITY,BZ,17.5,-88.183333
EDINBURGH OF THE SEVEN SEAS,SH,-37.05,-12.3
HONIARA,SB,-9.416667,159.95
PORT NORO,SB,-8.216667,157.183333
PUNTARENAS,CR,9.983333,-84.833333
TARAWA ATOLL,KI,1.333333,172.933333
VOSTOCHNYY,RU,42.75,133.083333
KILWA KIVINJE,TZ,-8.733333,39.416667
MJIMWEMA TERMINAL,TZ,-6.816667,39.366667
NISOS NAXOS,GR,37.1,25.366667
DJENO TERMINAL,CG,-4.933333,11.9
N'KOSSA TERMINAL,CG,-5.266667,11.566667
YOMBO TERMINAL,CG,-4.45,11.1
ORANJESTAD,BQ,17.483333,-62.983333
SKAERBAEK,DK,55.516667,9.616667
LORENGAU,PG,-2.016667,147.266667
WEWAK HARBOR,PG,-3.566667,143.633333
KOKOPO,PG,-4.333333,152.266667
DOUGLASTOWN,CA,48.766667,-64.383333
BRAEFOOT BAY TERMINAL,GB,56.033333,-3.316667
HOUND POINT TERMINAL,GB,56,-3.366667
INVERGORDON,GB,57.683333,-4.166667
MAKUSHIN,US,53.766667,-166.983333
PUERTO BARRIOS,GT,15.733333,-88.6
BASSETERRE,KN,17.3,-62.716667
CHARLESTOWN,KN,17.133333,-62.633333
EL SEGUNDO,US,33.916667,-118.433333
PRISONERS,US,34.016667,-119.683333
VENTURA,US,34.283333,-119.283333
ELLWOOD,US,34.433333,-119.916667
GAVIOTA,US,34.466667,-120.2
PISMO BEACH,US,35.133333,-120.65
DAVENPORT,US,37.016667,-122.2
FATEH OIL TERMINAL,AE,25.583333,54.416667
MUBARRAZ OIL TERMINAL,AE,24.433333,53.516667
JAZIRAT DAS,AE,25.15,52.866667
HULAYLAH OIL TERMINAL,AE,25.983333,55.933333
SHARJAH OFFSHORE TERMINAL,AE,25.583333,55.4
AJMAN,AE,25.416667,55.433333
ZIRKUH PETROLEUM PORT,AE,25.016667,53
ZIRKUH OIL FIELD,AE,24.866667,53.05
CAMPECHE,MX,19.85,-90.55
DOS BOCAS TERMINAL,MX,18.433333,-93.216667
CAYO ARCAS TERMINAL,MX,20.166667,-91.983333
PROGRESO,MX,21.283333,-89.666667
SAN MIGUEL DE COZUMEL,MX,20.5,-86.966667
STROMNESS,GB,58.966667,-3.3
LA LIBERTAD,EC,-2.216667,-80.916667
KARLUK,US,57.566667,-154.45
KANATAK,US,57.566667,-156.033333
BELKOFSKI,US,55.083333,-162.033333
SANAK,US,54.483333,-162.816667
KNUDSON COVE,US,55.466667,-131.8
WATERFALL,US,55.3,-133.233333
KAKE,US,56.966667,-133.933333
UNGA,US,55.183333,-160.5
KATALLA,US,60.2,-144.533333
SHEPARD POINT,US,60.633333,-145.666667
SWANPORT,US,61.083333,-146.4
METLAKATLA,US,55.133333,-131.566667
SAN PEDRO,CI,4.733333,-6.616667
PORT BOUET,CI,5.233333,-3.966667
ESPOIR MARINE TERMINAL,CI,5.05,-4.45
BAOBAB MARINE TERMINAL,CI,4.966667,-4.55
FAGERSTRAND,NO,59.733333,10.6
KOPERVIK,NO,59.283333,5.316667
KARSTO,NO,59.266667,5.516667
VALLOY,NO,59.266667,10.5
SLAGENSTANGEN,NO,59.316667,10.516667
MONGSTAD,NO,60.816667,5.033333
TROMSO,NO,69.65,18.966667
ANDENES,NO,69.333333,16.133333
HENNINGSVAER,NO,68.15,14.216667
MO INLET,NO,66.316667,14.133333
STURA,NO,60.616667,4.85
BERLEVAG,NO,70.866667,29.1
BEIHAI,CN,21.483333,109.066667
LON SHUI TERMINAL,CN,20.833333,115.683333
MALONGO OIL TERMINAL,AO,-5.433333,12.083333
CABINDA,AO,-5.533333,12.2
